8543|90048|4|6|34.072379731069681|-118.37650216601149
8544|90049|4|6|34.081375012789977|-118.48629459052353
8558|90069|4|6|34.092926800126754|-118.38062981140982
8560|90077|4|6|34.101308780665263|-118.45171482999007
8566|90210|4|6|34.098829676894525|-118.40742045174883
8577|90245|4|6|33.917218415621491|-118.39887512780399
8582|90254|4|6|33.867421383864013|-118.39582630213999
8589|90266|4|6|33.88932038990788|-118.39552206466156
8591|90272|4|6|34.076469226093131|-118.53424608011163
8592|90274|4|6|33.773022841307323|-118.36861277610465
8595|90278|4|6|33.872457468932204|-118.37123675268913
8598|90291|4|6|33.993150846907852|-118.46316574665269
8682|91040|4|6|34.287293895465105|-118.30891173557349
8683|91042|4|6|34.307119956341822|-118.24855341031858
8703|91208|4|6|34.192399318629136|-118.23577760152669
8705|91214|4|6|34.226991668625956|-118.25303974850185
8707|91302|4|6|34.131268867738584|-118.67291647509711
8714|91320|4|6|34.172634354961417|-118.95503578133206
8718|91326|4|6|34.278074539974057|-118.55472682965534
8734|91361|4|6|34.145389771320964|-118.90832377130661
8735|91362|4|6|34.198176135425577|-118.81899105009562
8750|91423|4|6|34.146226333607238|-118.43191583959718
8763|91605|4|6|34.204024492467738|-118.39767376377766
8785|91741|4|6|34.156392472613007|-117.84361892330034
8826|91914|4|6|32.670526128052522|-116.9562868119333
8844|92003|4|6|33.27628654213612|-117.20544719236055
8848|92009|4|6|33.093917191187607|-117.24321812068192
8850|92011|4|6|33.108785729197685|-117.29007163236911
8851|92014|4|6|32.972156218998236|-117.24585152621307
8855|92024|4|6|33.056075141497722|-117.24690023871672
8859|92028|4|6|33.406553100649163|-117.29199954566957
8862|92037|4|6|32.859869614546575|-117.24523402499177
8864|92054|4|6|33.198817026674845|-117.35799036986627
8871|92064|4|6|32.991430557500486|-117.03011876299495
8874|92067|4|6|33.016592563666954|-117.1904926503143
8878|92075|4|6|32.996846327802153|-117.2537523145657
8888|92101|4|6|32.723495729145931|-117.17268049764033
8891|92104|4|6|32.740745771514938|-117.12703030231278
8895|92108|4|6|32.772231413648186|-117.14546777301619
8898|92111|4|6|32.816684122245739|-117.16292517415769
8903|92117|4|6|32.819965435953343|-117.19799189333649
8912|92127|4|6|33.02666516510287|-117.12653168252501
8948|92253|4|6|33.665813070681786|-116.27932083443234
9100|92648|4|6|33.683240338244083|-118.00539382495244
9101|92649|4|6|33.721335042364572|-118.05070530985671
9131|92780|4|6|33.73922215916506|-117.82058308694897
9139|92807|4|6|33.85139488397197|-117.79359558035846
9140|92808|4|6|33.8481137145695|-117.72217839257991
9162|92880|4|6|33.947491798261638|-117.58994515235312
9163|92881|4|6|33.820151976397703|-117.52125928402481
9164|92882|4|6|33.849124895732011|-117.61326468202313
9165|92883|4|6|33.758877293052038|-117.49235494330401
9166|92886|4|6|33.889678884488916|-117.79774781423654
9167|92887|4|6|33.888394886732691|-117.73000994676909
9177|93021|4|6|34.313586841736509|-118.87187601496217
9190|93065|4|6|34.265409105166803|-118.76093953630225
9602|94602|4|6|37.804376450229398|-122.2073484335636
9609|94610|4|6|37.811362045268503|-122.24150447227778
9610|94611|4|6|37.825764528957833|-122.213616545317
10347|89135|4|32|36.129570425339324|-115.330499646118
10357|89149|4|32|36.273704404880426|-115.29673792448203
16560|78006|4|48|29.874783557184728|-98.713481133059432
16694|78248|4|48|29.587997451176047|-98.526416001174084
16701|78255|4|48|29.644687590551211|-98.667412648427643
16703|78257|4|48|29.652083683391211|-98.591169822824085
16704|78258|4|48|29.633947079094529|-98.502335081987397
16898|78701|4|48|30.269986165241686|-97.742656354104327
16901|78704|4|48|30.243277791509978|-97.769962334676279
61856|32413|4|12|30.31237180426271|-85.871457138445265
61884|32459|4|12|30.392333233110516|-86.240835729357059
61915|32550|4|12|30.387523957404674|-86.342579381889522
62028|32819|4|12|28.452233739088268|-81.477416206012379
62649|34786|4|12|28.492003079070443|-81.551766094657296
62658|34951|4|12|27.531198401226135|-80.405100024517822
398023|32461|4|6|30.296933205427813|-86.021365526812943
